epoch,steps,cossim_accuracy,cossim_accuracy_threshold,cossim_f1,cossim_precision,cossim_recall,cossim_f1_threshold,cossim_ap,manhatten_accuracy,manhatten_accuracy_threshold,manhatten_f1,manhatten_precision,manhatten_recall,manhatten_f1_threshold,manhatten_ap,euclidean_accuracy,euclidean_accuracy_threshold,euclidean_f1,euclidean_precision,euclidean_recall,euclidean_f1_threshold,euclidean_ap,dot_accuracy,dot_accuracy_threshold,dot_f1,dot_precision,dot_recall,dot_f1_threshold,dot_ap
-1,-1,0.8314259201979586,0.7923808097839355,0.800194861948906,0.7516149870801033,0.8554884960632334,0.7656816840171814,0.8551771250050646,0.8282585833591092,182.37977600097656,0.7943294975177203,0.7470380266105309,0.848013234888637,194.25921630859375,0.8490500555924498,0.8286297556449118,8.366010665893555,0.7949381903298954,0.7607380859046873,0.8323580772647897,8.619447708129883,0.8491731435925687,0.7915991339313331,128.78829956054688,0.7593370401482726,0.6722542260836717,0.8723384700223645,117.02885437011719,0.8001821456031304
