epoch,steps,cossim_accuracy,cossim_accuracy_threshold,cossim_f1,cossim_precision,cossim_recall,cossim_f1_threshold,cossim_ap,manhatten_accuracy,manhatten_accuracy_threshold,manhatten_f1,manhatten_precision,manhatten_recall,manhatten_f1_threshold,manhatten_ap,euclidean_accuracy,euclidean_accuracy_threshold,euclidean_f1,euclidean_precision,euclidean_recall,euclidean_f1_threshold,euclidean_ap,dot_accuracy,dot_accuracy_threshold,dot_f1,dot_precision,dot_recall,dot_f1_threshold,dot_ap
-1,-1,0.8308815341787813,0.7811727523803711,0.799202650345331,0.7375566783262081,0.8720933794920499,0.7502174973487854,0.8475095514236626,0.8254253015774822,185.375244140625,0.7903966961377384,0.7522628504996263,0.8326031677951043,192.21205139160156,0.8404258903568802,0.8253510671203217,8.349922180175781,0.7910475723817897,0.7468433656253401,0.8408137005606446,8.776376724243164,0.8406643174597771,0.7851902257964739,123.07394409179688,0.7581929025903149,0.6703542426738849,0.8725222879201004,114.1496810913086,0.7882965434438438
