epoch,steps,Accuracy,Accuracy_Threshold,F1,F1_Threshold,Precision,Recall,Average_Precision
-1,-1,0.8499226724404578,0.20801697671413422,0.8224766642366025,0.1148059293627739,0.7709561582163147,0.8813761833277167,0.8788630974325571
