epoch,steps,cossim_accuracy,cossim_accuracy_threshold,cossim_f1,cossim_precision,cossim_recall,cossim_f1_threshold,cossim_ap,manhatten_accuracy,manhatten_accuracy_threshold,manhatten_f1,manhatten_precision,manhatten_recall,manhatten_f1_threshold,manhatten_ap,euclidean_accuracy,euclidean_accuracy_threshold,euclidean_f1,euclidean_precision,euclidean_recall,euclidean_f1_threshold,euclidean_ap,dot_accuracy,dot_accuracy_threshold,dot_f1,dot_precision,dot_recall,dot_f1_threshold,dot_ap
-1,-1,0.7173646767708011,0.7352662086486816,0.6996350454356186,0.5827841593046743,0.8750957384884042,0.6366794109344482,0.6911876449956109,0.7191834209712341,196.8472900390625,0.6986308140971775,0.5854648634094816,0.8660273888667627,225.3599853515625,0.6875667688022506,0.7191957933807609,8.843749046325684,0.6986372007366483,0.5829252801737385,0.8716644710639992,10.289710998535156,0.6871487178045684,0.6995484070522734,113.09991455078125,0.6765400146183065,0.5555533690176322,0.8648938451640574,87.45562744140625,0.6580744754760035
