epoch,steps,cossim_accuracy,cossim_accuracy_threshold,cossim_f1,cossim_precision,cossim_recall,cossim_f1_threshold,cossim_ap,manhatten_accuracy,manhatten_accuracy_threshold,manhatten_f1,manhatten_precision,manhatten_recall,manhatten_f1_threshold,manhatten_ap,euclidean_accuracy,euclidean_accuracy_threshold,euclidean_f1,euclidean_precision,euclidean_recall,euclidean_f1_threshold,euclidean_ap,dot_accuracy,dot_accuracy_threshold,dot_f1,dot_precision,dot_recall,dot_f1_threshold,dot_ap
-1,-1,0.6984101453758119,0.7343026995658875,0.6838594401429422,0.5594535071819758,0.8794154590851996,0.603123664855957,0.6661537820380784,0.7035075781008351,196.78390502929688,0.6804955769632992,0.5685883465603027,0.8472473269814037,223.62210083007812,0.6646309227341244,0.7029755644911847,8.833638191223145,0.6801882672618759,0.5630284165076815,0.8589197634876382,10.272817611694336,0.6642380076869215,0.6769811320754717,102.49601745605469,0.6626548834863542,0.529394527672979,0.8855733586593548,74.5088882446289,0.6251057291086104
